date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jan 1, 2006",Free transfer,Scotland,3016,Forfar Athletic ,14750,50 Th. €,Conor Gethins,05/06,Ireland,5568,Finn Harps 
"Jul 1, 2005",?,Scotland,3033,Stirling ,14750,50 Th. €,Conor Gethins,05/06,Scotland,3016,Forfar Athletic 
"Jan 1, 2005",Free transfer,Scotland,2759,Ross County ,14750,50 Th. €,Conor Gethins,04/05,Scotland,3033,Stirling 
"Jul 1, 2001",?,Ireland,3477,Lifford Celtic ,14750,-,Conor Gethins,01/02,Scotland,2759,Ross County 
"Jan 29, 2016",Free transfer,Ireland,8780,Sligo Rovers ,10015,75 Th. €,Richard Brush,15/16,Ireland,5568,Finn Harps 
"Jan 1, 2014",Free transfer,Ireland,3258,Shamrock Rovers ,10015,75 Th. €,Richard Brush,13/14,Ireland,8780,Sligo Rovers 
"Jan 1, 2013",Free transfer,Ireland,8780,Sligo Rovers ,10015,75 Th. €,Richard Brush,12/13,Ireland,3258,Shamrock Rovers 
"Jan 1, 2012",Free transfer,Ireland,3258,Shamrock Rovers ,10015,75 Th. €,Richard Brush,11/12,Ireland,8780,Sligo Rovers 
"Jul 1, 2011",-,Ireland,515,Unattached ,10015,75 Th. €,Richard Brush,11/12,,3258,Shamrock Rovers 
"Jan 1, 2011",-,Ireland,8780,Sligo Rovers ,10015,75 Th. €,Richard Brush,10/11,,515,Unattached 
"Jan 1, 2006",Free transfer,England,3054,Shrewsbury Town ,10015,50 Th. €,Richard Brush,05/06,Ireland,8780,Sligo Rovers 
"Dec 1, 2005",Free transfer,England,990,Coventry City ,10015,50 Th. €,Richard Brush,05/06,England,3054,Shrewsbury Town 
"Feb 1, 2004",End of loan,England,3539,Tamworth ,10015,-,Richard Brush,03/04,England,990,Coventry City 
"Nov 1, 2003",Loan,England,990,Coventry City ,10015,-,Richard Brush,03/04,England,3539,Tamworth 
"Jul 1, 2002",-,England,12803,Coventry U18 ,10015,-,Richard Brush,02/03,England,990,Coventry City 
"Mar 1, 2016",Free transfer,Northern Ireland,21532,Crusaders ,13475,100 Th. €,Barry Molloy,15/16,Ireland,5568,Finn Harps 
